"year","ai_atka","sst_mean","sst_sd","indicator_name"
2014,"seguam",4.75099378881988,0.950554499421494,"Atka_amj_sst"
2014,"tanaga",4.71683729174052,0.81372470905458,"Atka_amj_sst"
2015,"attu",4.27683962264151,1.01674610434588,"Atka_amj_sst"
2015,"seguam",4.9178021978022,0.854476009632836,"Atka_amj_sst"
2015,"tanaga",4.91166962070188,0.719117882519011,"Atka_amj_sst"
2016,"attu",4.76265757827079,1.58458036975479,"Atka_amj_sst"
2016,"seguam",5.52780100334448,0.77220207707591,"Atka_amj_sst"
2016,"tanaga",5.49684083658277,0.819026381463758,"Atka_amj_sst"
2017,"attu",4.83322465270578,0.94660196733117,"Atka_amj_sst"
2017,"seguam",4.92293119923555,0.67674010329506,"Atka_amj_sst"
2017,"tanaga",4.89369656150301,0.558784845440777,"Atka_amj_sst"
2018,"attu",4.41042919344806,0.936618217559106,"Atka_amj_sst"
2018,"seguam",4.69232083134257,0.581016764797395,"Atka_amj_sst"
2018,"tanaga",4.77552144629564,0.540037155882432,"Atka_amj_sst"
2019,"attu",4.68927171884719,1.12128363156201,"Atka_amj_sst"
2019,"seguam",5.20884495938844,0.631055032496073,"Atka_amj_sst"
2019,"tanaga",5.25480467919178,0.817349229068155,"Atka_amj_sst"
2020,"attu",4.68320184532449,0.969799175728033,"Atka_amj_sst"
2020,"seguam",4.68094959388438,0.589320513903587,"Atka_amj_sst"
2020,"tanaga",4.71253385324353,0.606040041625698,"Atka_amj_sst"
2021,"attu",4.6913886585113,1.18304950542287,"Atka_amj_sst"
2021,"seguam",4.63123745819398,0.767807756951299,"Atka_amj_sst"
2021,"tanaga",4.71674299893655,0.730375361607764,"Atka_amj_sst"
2022,"attu",4.5522579307485,0.932751489170241,"Atka_amj_sst"
2022,"seguam",4.6696237458194,0.689367542739949,"Atka_amj_sst"
2022,"tanaga",4.79375753278979,0.786263666843163,"Atka_amj_sst"
2023,"attu",4.47910636533278,1.14581721108387,"Atka_amj_sst"
2023,"seguam",4.56082417582418,0.675419381364166,"Atka_amj_sst"
2023,"tanaga",4.57305352711804,0.624195544935469,"Atka_amj_sst"
2024,"attu",4.09099315778561,1.00671181744364,"Atka_amj_sst"
2024,"seguam",4.18910654562828,0.535282704188704,"Atka_amj_sst"
2024,"tanaga",4.36564835164835,0.564263024327143,"Atka_amj_sst"
